officename,pincode,Deliverystatus,Taluk,Districtname,statename
R T Nagar H.O,560032,Delivery,Bangalore North,Bangalore,KARNATAKA
R.M.V. Extension II Stage S.O,560094,Delivery,Bangalore North,Bangalore,KARNATAKA
Sahakaranagar P.O S.O,560092,Delivery,Bangalore North,Bangalore,KARNATAKA
St. Thomas Town S.O,560084,Delivery,Bangalore North,Bangalore,KARNATAKA
Vimanapura S.O,560017,Delivery,Bangalore North,Bangalore,KARNATAKA
Yelahanka S.O,560064,Delivery,Bangalore North,Bangalore,KARNATAKA
A F Station Yelahanka S.O,560063,Delivery,Bangalore North,Bangalore,KARNATAKA
Benson Town S.O,560046,Delivery,Bangalore North,Bangalore,KARNATAKA
H.A. Farm S.O,560024,Delivery,Bangalore North,Bangalore,KARNATAKA
Indiranagar S.O (Bangalore),560038,Delivery,Bangalore North,Bangalore,KARNATAKA
Kadugodi S.O,560067,Delivery,Bangalore South,Bangalore,KARNATAKA
Mahadevapura S.O,560048,Delivery,Bangalore North,Bangalore,KARNATAKA
Sadashivanagar S.O,560080,Delivery,Bangalore North,Bangalore,KARNATAKA
Bangalore International Airport S.O,560300,Delivery,NA,Bangalore,KARNATAKA
Marathahalli Colony S.O,560037,Delivery,Bangalore North,Bangalore,KARNATAKA
Sivan Chetty Gardens S.O,560042,Delivery,Bangalore North,Bangalore,KARNATAKA
Arabic College S.O,560045,Delivery,Bangalore North,Bangalore,KARNATAKA
Kalyananagar S.O,560043,Delivery,Bangalore North,Bangalore,KARNATAKA
Museum Road S.O,560025,Delivery,Bangalore North,Bangalore,KARNATAKA
Whitefield S.O,560066,Delivery,Bangalore South,Bangalore,KARNATAKA
H.A.L II Stage H.O,560008,Delivery,Bangalore North,Bangalore,KARNATAKA
Maruthi Sevanagar S.O,560033,Delivery,Bangalore North,Bangalore,KARNATAKA
Agram S.O,560007,Delivery,Bangalore South,Bangalore,KARNATAKA
Domlur S.O,560071,Delivery,Bangalore North,Bangalore,KARNATAKA
Doorvaninagar S.O,560016,Delivery,Bangalore North,Bangalore,KARNATAKA
Fraser Town S.O,560005,Delivery,Bangalore North,Bangalore,KARNATAKA
New Thippasandra S.O,560075,Delivery,Bangalore North,Bangalore,KARNATAKA
Virgonagar S.O,560049,Delivery,Bangalore North,Bangalore,KARNATAKA
Viveknagar S.O (Bangalore),560047,Delivery,Bangalore South,Bangalore,KARNATAKA
Bangalore G.P.O. ,560001,Delivery,Bangalore North,Bangalore,KARNATAKA
B Sk II Stage S.O,560070,Delivery,Bangalore South,Bangalore,KARNATAKA
Bannerghatta S.O,560083,Delivery,Bangalore South,Bangalore,KARNATAKA
Basavanagudi H.O,560004,Delivery,Bangalore South,Bangalore,KARNATAKA
Chamrajpet S.O (Bangalore),560018,Delivery,Bangalore South,Bangalore,KARNATAKA
Jayanagar H.O,560041,Delivery,Bangalore South,Bangalore,KARNATAKA
Subramanyapura S.O,560061,Delivery,Bangalore South,Bangalore,KARNATAKA
Thalaghattapura S.O,560109,Delivery,Bangalore South,Bangalore,KARNATAKA
Wilson Garden S.O,560027,Delivery,Bangalore South,Bangalore,KARNATAKA
Banashankari III Stage S.O,560085,Delivery,Bangalore South,Bangalore,KARNATAKA
Dharmaram College S.O,560029,Delivery,Bangalore South,Bangalore,KARNATAKA
HSR Layout S.O,560102,Delivery,Bangalore South,Bangalore,KARNATAKA
Kengeri S.O,560060,Delivery,Bangalore South,Bangalore Rural,KARNATAKA
Rajarajeshwarinagar S.O,560098,Delivery,Bangalore South,Bangalore,KARNATAKA
Udaypura S.O,560082,Delivery,Bangalore South,Bangalore Rural,KARNATAKA
Doddakallasandra S.O,560062,Delivery,Bangalore South,Bangalore,KARNATAKA
Electronics City S.O,560100,Delivery,Bangalore South,Bangalore,KARNATAKA
Gaviopuram Extension S.O,560019,Delivery,Bangalore South,Bangalore,KARNATAKA
J P Nagar S.O,560078,Delivery,Bangalore South,Bangalore,KARNATAKA
Jigani S.O,560105,Delivery,Anekal,Bangalore,KARNATAKA
Koramangala S.O,560034,Delivery,Bangalore South,Bangalore,KARNATAKA
Kumbalagodu S.O,560074,Delivery,Bangalore South,Bangalore,KARNATAKA
Banashankari S.O,560050,Delivery,Bangalore South,Bangalore,KARNATAKA
Bnagalore Viswavidalaya S.O,560056,Delivery,Bangalore South,Bangalore,KARNATAKA
Bommanahalli S.O (Bangalore),560068,Delivery,Bangalore South,Bangalore,KARNATAKA
Chickpet S.O,560053,Delivery,Bangalore South,Bangalore,KARNATAKA
Chandapura S.O,560081,Delivery,Bangalore,Bangalore,KARNATAKA
Governmemnt Electric Factory S.O,560026,Delivery,Bangalore South,Bangalore,KARNATAKA
Jayangar III Block S.O,560011,Delivery,Bangalore South,Bangalore,KARNATAKA
Nayandahalli S.O,560039,Delivery,Bangalore South,Bangalore,KARNATAKA
Rv Niketan S.O,560059,Delivery,Bangalore South,Bangalore,KARNATAKA
Adugodi S.O,560030,Delivery,Bangalore South,Bangalore,KARNATAKA
Bannerghatta Road S.O,560076,Delivery,Bangalore South,Bangalore,KARNATAKA
Anjanapura S.O,560108,Delivery,Bangalore,Bangalore,KARNATAKA
Koramangala VI Bk S.O,560095,Delivery,Bangalore South,Bangalore,KARNATAKA
Ullalu Upanagar S.O,560110,Delivery,Bangalore,Bangalore,KARNATAKA
Bommasandra Industrial Estate S.O,560099,Delivery,Bangalore South,Bangalore,KARNATAKA
Carmelram S.O,560035,Delivery,Bangalore South,Bangalore,KARNATAKA
Hampinagar S.O,560104,Delivery,Bangalore North,Bangalore,KARNATAKA
Malleswaram West S.O,560055,Delivery,Bangalore North,Bangalore,KARNATAKA
Nagarbhavi S.O,560072,Delivery,Bangalore North,Bangalore,KARNATAKA
Peenya Small Industries S.O,560058,Delivery,Bangalore North,Bangalore,KARNATAKA
Vidyaranyapura S.O,560097,Delivery,Bangalore North,Bangalore,KARNATAKA
Chikkabanavara S.O,560090,Delivery,Bangalore North,Bangalore Rural,KARNATAKA
Hessarghatta S.O,560088,Delivery,Bangalore North,Bangalore Rural,KARNATAKA
Nagasandra S.O (Bangalore),560073,Delivery,Bangalore North,Bangalore,KARNATAKA
Nandinilayout S.O,560096,Delivery,Bangalore North,Bangalore,KARNATAKA
Peenya Dasarahalli S.O,560057,Delivery,Bangalore North,Bangalore,KARNATAKA
Seshadripuram S.O,560020,Delivery,Bangalore North,Bangalore,KARNATAKA
Viswaneedam S.O,560091,Delivery,Bangalore North,Bangalore,KARNATAKA
Magadi Road S.O,560023,Delivery,Bangalore North,Bangalore,KARNATAKA
Vijayanagar S.O (Bangalore),560040,Delivery,Bangalore North,Bangalore,KARNATAKA
Basaveshwaranagar S.O,560079,Delivery,Bangalore North,Bangalore,KARNATAKA
Hessarghatta Lake S.O,560089,Delivery,Bangalore North,Bangalore Rural,KARNATAKA
Jalahalli West S.O,560015,Delivery,Bangalore North,Bangalore,KARNATAKA
Mahalakshmipuram Layout S.O,560086,Delivery,Bangalore North,Bangalore,KARNATAKA
Bangalore City S.O,560002,Delivery,Bangalore North,Bangalore,KARNATAKA
Malleswaram S.O,560003,Delivery,Bangalore North,Bangalore,KARNATAKA
Msrit S.O,560054,Delivery,Bangalore North,Bangalore,KARNATAKA
Srirampuram S.O,560021,Delivery,Bangalore North,Bangalore,KARNATAKA
Achitnagar S.O,560107,Delivery,Bangalore North,Bangalore Rural,KARNATAKA
K. G. Road S.O,560009,Delivery,Bangalore North,Bangalore,KARNATAKA
Science Institute S.O,560012,Delivery,Bangalore North,Bangalore,KARNATAKA
Jalahalli East S.O,560014,Delivery,Bangalore North,Bangalore,KARNATAKA
Jalahalli H.O,560013,Delivery,Bangalore North,Bangalore,KARNATAKA
Rajajinagar H.O,560010,Delivery,Bangalore North,Bangalore,KARNATAKA
Yeswanthpura S.O,560022,Delivery,Bangalore North,Bangalore,KARNATAKA
Doddabelavangala S.O,561204,Delivery,Doddaballapura,Bangalore Rural,KARNATAKA
Kodihalli S.O,562119,Delivery,Kanakapura,Ramanagar,KARNATAKA
Bevur S.O (Ramanagar),562108,Delivery,Channapatna,Ramanagar,KARNATAKA
Bidadi S.O,562109,Delivery,Ramanagara,Ramanagar,KARNATAKA
Kanakapura S.O,562117,Delivery,Kanakapura,Ramanagar,KARNATAKA
Magadi S.O,562120,Delivery,Magadi,Ramanagar,KARNATAKA
Nandagudi S.O,562122,Delivery,Hoskote,Bangalore Rural,KARNATAKA
Nelamangala S.O,562123,Delivery,Nelamangala,Bangalore Rural,KARNATAKA
Thippasandra S.O,562131,Delivery,Magadi,Bangalore Rural,KARNATAKA
Vijayapaura S.O,562135,Delivery,Devanahalli,Bangalore Rural,KARNATAKA
Anekal S.O,562106,Delivery,Anekal,Bangalore,KARNATAKA
Kudur S.O,561101,Delivery,Magadi,Bangalore Rural,KARNATAKA
Maralavadi S.O,562121,Delivery,Kanakapura,Ramanagar,KARNATAKA
Sarjapura S.O,562125,Delivery,Anekal,Bangalore,KARNATAKA
Veeregowdanadoddi S.O,561201,Delivery,Magadi,Ramanagar,KARNATAKA
Dodballapura S.O,561203,Delivery,Doddaballapura,Bangalore Rural,KARNATAKA
Honganur S.O,562138,Delivery,Channapatna,Ramanagar,KARNATAKA
Hoskote S.O,562114,Delivery,Hosakote,Bangalore Rural,KARNATAKA
Madanayakanahalli S.O,562162,Delivery,Bangalore North,Bangalore,KARNATAKA
Solur S.O,562127,Delivery,Magadi,Bangalore Rural,KARNATAKA
Bagalur S.O (Bangalore),562149,Delivery,Banglorenorth,Bangalore,KARNATAKA
Bettahalsur S.O,562157,Delivery,Bangalore North,Bangalore,KARNATAKA
Channapatna H.O,562160,Delivery,Channapatna,Ramanagar,KARNATAKA
Devanahalli S.O,562110,Delivery,Devanahalli,Bangalore Rural,KARNATAKA
Attibele S.O,562107,Delivery,Anekal,Bangalore,KARNATAKA
Government Silk Farm S.O,562161,Delivery,Channapatna,Ramanagar,KARNATAKA
Harohalli S.O,562112,Delivery,Kanakapura,Ramanagar,KARNATAKA
Melekote S.O,561205,Delivery,Dodballapura,Bangalore Rural,KARNATAKA
Sathanur S.O,562126,Delivery,Kanakapaura,Ramanagar,KARNATAKA
Sugganahalli S.O,562128,Delivery,Ramanagara,Ramanagar,KARNATAKA
Sulebele S.O,562129,Delivery,Hoskote,Bangalore Rural,KARNATAKA
Dobbespet S.O,562111,Delivery,Nelamangala,Bangalore Rural,KARNATAKA
NAGADENAHALLI,562163,Delivery,Doddabllapur,Bangalore Rural,KARNATAKA
Ramanagaram S.O,562159,Delivery,Ramanagara,Ramanagar,KARNATAKA
Tavarekere S.O (Bangalore),562130,Delivery,Bangaloresouth,Bangalore,KARNATAKA
Tyamagondlu S.O,562132,Delivery,Nelamangala,Bangalore Rural,KARNATAKA
Kerur S.O,587206,Delivery,Badami,Bagalkot,KARNATAKA
Kulgeri Cross S.O,587155,Delivery,Badami,Bagalkot,KARNATAKA
Sulebhavi S.O,587124,Delivery,Hungund,Bagalkot,KARNATAKA
Bevur S.O (Bagalkot),587115,Delivery,Hungund Taluk,Bagalkot,KARNATAKA
Sameerwadi S.O,587316,Delivery,Mudhol,Bagalkot,KARNATAKA
Terdal S.O,587315,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Badami S.O,587201,Delivery,Badami,Bagalkot,KARNATAKA
Belagali S.O,587113,Delivery,Mudhol,Bagalkot,KARNATAKA
Galagali S.O,587117,Delivery,Bilgi,Bagalkot,KARNATAKA
Hungund S.O,587118,Delivery,Hungund,Bagalkot,KARNATAKA
Ilkal S.O,587125,Delivery,Hungund,Bagalkot,KARNATAKA
Konnur S.O (Bagalkot),587121,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Bagalkot H.O,587101,Delivery,Bagalkot,Bagalkot,KARNATAKA
Gudur S.O (Bagalkot),587202,Delivery,Badami,Bagalkot,KARNATAKA
Kaladgi S.O,587204,Delivery,Bagalkot,Bagalkot,KARNATAKA
Rabkavi S.O,587314,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Belur S.O (Bagalkot),587114,Delivery,Badami,Bagalkot,KARNATAKA
Lokapur S.O,587122,Delivery,Mudhol,Bagalkot,KARNATAKA
Banahatti S.O,587311,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Hunnur S.O,587119,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Ilkal  Alampurpet S.O,587154,Delivery,Hungund,Bagalkot,KARNATAKA
Amingad S.O,587112,Delivery,Hungund,Bagalkot,KARNATAKA
Bagalkot Navanagar S.O,587103,Delivery,Bagalkot,Bagalkot,KARNATAKA
Bilgi S.O (Bagalkot),587116,Delivery,Bilgi,Bagalkot,KARNATAKA
Guledgudd S.O,587203,Delivery,Badami,Bagalkot,KARNATAKA
Kamatgi S.O,587120,Delivery,Hungund,Bagalkot,KARNATAKA
Katageri S.O,587205,Delivery,Badami,Bagalkot,KARNATAKA
Mahalingpur S.O,587312,Delivery,Mudhol,Bagalkot,KARNATAKA
Mudhol (Bagalkot) S.O,587313,Delivery,Mudhol,Bagalkot,KARNATAKA
Rampur S.O (Bagalkot),587207,Delivery,Bagalkot,Bagalkot,KARNATAKA
Savalagi S.O,587330,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Bagalkot Alokudyog S.O,587111,Delivery,Bagalkot,Bagalkot,KARNATAKA
Gaddankeri Cross S.O,587102,Delivery,Bagalkot,Bagalkot,KARNATAKA
Jamkhandi H.O,587301,Delivery,Jamkhandi,Bagalkot,KARNATAKA
Belgaum Records MLI S.O,590009,Delivery,Belgaum,Belgaum,KARNATAKA
Hindalga S.O,591108,Delivery,Belgaum,Belgaum,KARNATAKA
Hosur S.O (Belgaum),591111,Delivery,Saundatti,Belgaum,KARNATAKA
Jamboti S.O,591345,Delivery,Khanapur,Belgaum,KARNATAKA
Salahalli S.O,591130,Delivery,Ramdurg,Belgaum,KARNATAKA
Sampgaon S.O,591125,Delivery,Bailhongal,Belgaum,KARNATAKA
Belgaum M. Vadgaon S.O,590005,Delivery,Belgaum,Belgaum,KARNATAKA
Belgaum Shivaji Nagar S.O,590016,Delivery,NA,Belgaum,KARNATAKA
Bhutaramanahatti S.O,591156,Delivery,Belgaum,Belgaum,KARNATAKA
Bidi S.O,591106,Delivery,Khanapur,Belgaum,KARNATAKA
Hirebagewadi S.O,591109,Delivery,Sampgaon,Belgaum,KARNATAKA
Itagi S.O,591112,Delivery,Khanapur,Belgaum,KARNATAKA
Nandgad S.O,591120,Delivery,Belgaum,Belgaum,KARNATAKA
Balekundri S.O,591103,Delivery,Belgaum,Belgaum,KARNATAKA
Hirekumbi S.O,591110,Delivery,Saundatti,Belgaum,KARNATAKA
Manoli S.O,591117,Delivery,Saundatti,Belgaum,KARNATAKA
Murgod S.O,591119,Delivery,Saundatti,Belgaum,KARNATAKA
Naviluteertha S.O,591116,Delivery,Ramdurg,Belgaum,KARNATAKA
VTU Campus Belgaum S.O,590018,Delivery,Belgaum,Belgaum,KARNATAKA
Belgaum H.O,590001,Delivery,Belgaum,Belgaum,KARNATAKA
Belgaum MalMaruti Extension S.O,590017,Delivery,Belgaum,Belgaum,KARNATAKA
Kadoli S.O,591143,Delivery,Belgaum,Belgaum,KARNATAKA
Katkol S.O,591114,Delivery,Ramdurg,Belgaum,KARNATAKA
Nesargi S.O,591121,Delivery,Bailhongal,Belgaum,KARNATAKA
Bailhongal H.O,591102,Delivery,Bailhongal,Belgaum,KARNATAKA
Belgaum Nehru Nagar S.O,590010,Delivery,Belgaum,Belgaum,KARNATAKA
Kanabargi S.O,590015,Delivery,Belgaum,Belgaum,KARNATAKA
M.K.Hubli S.F. S.O,591153,Delivery,Sampgaon,Belgaum,KARNATAKA
Pariswad S.O,591131,Delivery,Khanapur,Belgaum,KARNATAKA
Sureban S.O,591127,Delivery,Ramdurg,Belgaum,KARNATAKA
Deshnur S.O,591147,Delivery,Bailhongal,Belgaum,KARNATAKA
Hindawadi S.O,590011,Delivery,Belgaum,Belgaum,KARNATAKA
Kittur S.O,591115,Delivery,Bailhongal,Belgaum,KARNATAKA
Londa S.O,591301,Delivery,Belgaum,Belgaum,KARNATAKA
Ramdurg H.O,591123,Delivery,Ramdurg,Belgaum,KARNATAKA
Saundatti S.O,591126,Delivery,Saundatti,Belgaum,KARNATAKA
Tilakwadi S.O,590006,Delivery,Belgaum,Belgaum,KARNATAKA
Yallammahill S.O,591173,Delivery,NA,Belgaum,KARNATAKA
Belgaum Doordarshan Nagar S.O,590019,Delivery,Belgaum,Belgaum,KARNATAKA
Kakati S.O,591113,Delivery,Belgaum,Belgaum,KARNATAKA
Udyambag S.O,590008,Delivery,Belgaum,Belgaum,KARNATAKA
Yargatti S.O,591129,Delivery,Saundatti,Belgaum,KARNATAKA
Belgaum Shahapur S.O,590003,Delivery,Belgaum,Belgaum,KARNATAKA
Belvadi S.O,591104,Delivery,Bailhongal,Belgaum,KARNATAKA
Khanapur S.O (Belgaum),591302,Delivery,Khanapur,Belgaum,KARNATAKA
M.K.Hubli S.O,591118,Delivery,Bailhongal,Belgaum,KARNATAKA
Peeranwadi S.O,590014,Delivery,Belgaum,Belgaum,KARNATAKA
Sambra S.O,591124,Delivery,Belgaum,Belgaum,KARNATAKA
Suvarna Soudha Belgaum S.O,590020,Delivery,BELGAUM,Belgaum,KARNATAKA
Uchgaon S.O,591128,Delivery,Belgaum,Belgaum,KARNATAKA
Bellary Cowl Bazar S.O,583102,Delivery,Bellary,Bellary,KARNATAKA
Deogiri S.O,583112,Delivery,Sandur,Bellary,KARNATAKA
Halavagalu S.O,583213,Delivery,Harapanahalli,Davangere,KARNATAKA
Hampi Power House S.O,583215,Delivery,Hospet,Bellary,KARNATAKA
Yeshwantnagar S.O (Bellary),583124,Delivery,Sandur,Bellary,KARNATAKA
Hagaribommanahalli S.O,583212,Delivery,Hagaribommanahalli,Bellary,KARNATAKA
Hatcholi S.O,583114,Delivery,Siruguppa,Bellary,KARNATAKA
Kamalapura S.O,583221,Delivery,Hospet,Bellary,KARNATAKA
Arasikere S.O,583125,Delivery,Harapanahalli,Davangere,KARNATAKA
Hospet N C C S.O,583203,Delivery,Hospet,Bellary,KARNATAKA
Huvinahadagali S.O,583219,Delivery,Hadagalli,Bellary,KARNATAKA
Mariammanahalli S.O,583222,Delivery,Hospet,Bellary,KARNATAKA
Siruguppa S.O,583121,Delivery,Siruguppa,Bellary,KARNATAKA
Tekkalakota S.O,583122,Delivery,Siruguppa,Bellary,KARNATAKA
Bellary Jnanasagara S.O,583105,Delivery,Bellary,Bellary,KARNATAKA
Chigatere S.O,583127,Delivery,Harapanahalli,Davangere,KARNATAKA
Emmiganur S.O,583113,Delivery,Bellary,Bellary,KARNATAKA
Hampi S.O,583239,Delivery,Hospet,Bellary,KARNATAKA
Kottur S.O (Bellary),583134,Delivery,Kudligi,Bellary,KARNATAKA
Moka S.O,583117,Delivery,Bellary,Bellary,KARNATAKA
Oojein S.O,583136,Delivery,Kudligi,Bellary,KARNATAKA
Sandur S.O,583119,Delivery,Sandur,Bellary,KARNATAKA
Vidyanagar S.O (Bellary),583275,Delivery,Sandur,Bellary,KARNATAKA
Bellary H.O,583101,Delivery,Bellary,Bellary,KARNATAKA
Choranur S.O,583128,Delivery,Sandur,Bellary,KARNATAKA
Hospet H.O,583201,Delivery,Hospet,Bellary,KARNATAKA
K U Campus S.O,583276,Delivery,Hospet,Bellary,KARNATAKA
Kampli S.O,583132,Delivery,Hospet,Bellary,KARNATAKA
T B Dam S.O,583225,Delivery,Hospet,Bellary,KARNATAKA
Teligi S.O,583137,Delivery,Harapanahalli,Davangere,KARNATAKA
Bellary Thermal Power Station S.O,583152,Delivery,Bellary,Bellary,KARNATAKA
Chellakurki S.O,583111,Delivery,Bellary,Bellary,KARNATAKA
Chikkajogihalli S.O,583126,Delivery,Kudligi,Bellary,KARNATAKA
Hampasagara S.O,583214,Delivery,Hb Halli,Bellary,KARNATAKA
Hirehadagali S.O,583216,Delivery,Huvinahadagali,Bellary,KARNATAKA
Holalu S.O,583217,Delivery,Huvinahadagali,Bellary,KARNATAKA
Kudligi S.O,583135,Delivery,Kudligi,Bellary,KARNATAKA
Sirigere S.O (Bellary),583120,Delivery,Siruguppa,Bellary,KARNATAKA
Thambrahalli S.O,583224,Delivery,Hagaribommanahalli,Bellary,KARNATAKA
Toranagallu S.O,583123,Delivery,Sandur,Bellary,KARNATAKA
Chitwadgi S.O,583211,Delivery,Hospet,Bellary,KARNATAKA
D T Ship S.O,583118,Delivery,Sandur,Bellary,KARNATAKA
Harapanahalli S.O,583131,Delivery,Harapanahalli,Davangere,KARNATAKA
Hosahalli S.O,583218,Delivery,Kudligi,Bellary,KARNATAKA
Ittigi S.O,583220,Delivery,Huvinagadagali,Bellary,KARNATAKA
Kurugodu S.O,583116,Delivery,Bellary,Bellary,KARNATAKA
Bellary Cantonment S.O,583104,Delivery,Bellary,Bellary,KARNATAKA
Bellary Gandhinagar S.O,583103,Delivery,Bellary,Bellary,KARNATAKA
Devalapura S.O (Bellary),583129,Delivery,Hospet,Bellary,KARNATAKA
Gudekota S.O,583130,Delivery,Kudligi,Bellary,KARNATAKA
Kudathini S.O,583115,Delivery,Bellary,Bellary,KARNATAKA
Papinayakanahalli S.O,583223,Delivery,Hospet,Bellary,KARNATAKA
Bhatambra S.O,585411,Delivery,Bhalki,Bidar,KARNATAKA
Chitguppa S.O,585412,Delivery,Homnabad,Bidar,KARNATAKA
Hallikhed (B) S.O,585414,Delivery,Humnabad,Bidar,KARNATAKA
Hallikhed SF S.O,585415,Delivery,Basavakalyan,Bidar,KARNATAKA
Mannakhelli S.O,585227,Delivery,Humnabad,Bidar,KARNATAKA
Basavakalyan S.O,585327,Delivery,Basavakalyan,Bidar,KARNATAKA
Bhalki S.O,585328,Delivery,Bhalki,Bidar,KARNATAKA
Dubalgundi S.O,585418,Delivery,Humnabad,Bidar,KARNATAKA
Thanna Kushnoor S.O,585436,Delivery,Aurad (b),Bidar,KARNATAKA
Mudbi S.O,585437,Delivery,Basavakalyan,Bidar,KARNATAKA
Kamalnagar S.O,585417,Delivery,Aurad (b),Bidar,KARNATAKA
Maniknagar S.O,585353,Delivery,Humnabad,Bidar,KARNATAKA
Rajeshwar S.O,585331,Delivery,Basavakalyan,Bidar,KARNATAKA
Aurad (B) S.O,585326,Delivery,Aurad (b),Bidar,KARNATAKA
Humnabad S.O,585330,Delivery,Humnabad,Bidar,KARNATAKA
Nittur S.O,585444,Delivery,Bhalki,Bidar,KARNATAKA
Santhpur S.O,585421,Delivery,Aurad (b),Bidar,KARNATAKA
Bidar G.N.Jhira S.O,585402,Delivery,Bidar,Bidar,KARNATAKA
Kamthana S.O,585226,Delivery,Bidar,Bidar,KARNATAKA
Bidar Gandhi Gunj S.O,585403,Delivery,Bidar,Bidar,KARNATAKA
Bidar H.O,585401,Delivery,Bidar,Bidar,KARNATAKA
Halbarga S.O,585413,Delivery,Bhalki,Bidar,KARNATAKA
Hoodgi S.O,585329,Delivery,Humnabad,Bidar,KARNATAKA
Hulsoor S.O,585416,Delivery,Basavakalyan,Bidar,KARNATAKA
Matala S.O,585419,Delivery,Basavakalyan,Bidar,KARNATAKA
Mudhol (B) S.O,585443,Delivery,Aurad (b),Bidar,KARNATAKA
Basavan Bagewadi S.O,586203,Delivery,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
Chadchan S.O,586205,Delivery,Indi,Bijapur(KAR),KARNATAKA
Muddebiahl S.O,586212,Delivery,Muddebihal,Bijapur(KAR),KARNATAKA
Bijapur Amc S.O,586108,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Bijapur Railway Station S.O,586104,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Kannur S.O,586119,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Nalatwad S.O,586124,Delivery,Muddebihal,Bijapur(KAR),KARNATAKA
Almel S.O,586202,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Bableshwar S.O,586113,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Bardol S.O (Bijapur(KAR)),586204,Delivery,Indi,Bijapur(KAR),KARNATAKA
Devar Hippargi S.O,586115,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Moratgi S.O,586123,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Tamba S.O,586215,Delivery,Indi,Bijapur(KAR),KARNATAKA
Tangadgi S.O,586129,Delivery,Muddebihal,Bijapur(KAR),KARNATAKA
Telgi S.O,586216,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Bijjargi S.O,586114,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Devangaon S.O,586206,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Kudgi S.O,586121,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Mangoli S.O,586122,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Salotgi S.O,586217,Delivery,Indi,Bijapur(KAR),KARNATAKA
Talikoti S.O,586214,Delivery,Muddebihal,Bijapur(KAR),KARNATAKA
Atharga S.O,586112,Delivery,Indi,Bijapur(KAR),KARNATAKA
Bijapur H.O,586101,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Bijapur Jalanagar S.O,586109,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Kalkeri S.O,586118,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Kolhar S.O (Bijapur(KAR)),586210,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Lachyan S.O,586211,Delivery,Indi,Bijapur(KAR),KARNATAKA
Nidgundi S.O,586213,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Sarwad S.O,586125,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Agarkhed S.O,586111,Delivery,Indi,Bijapur(KAR),KARNATAKA
Bijapur Sainik School S.O,586102,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Horti S.O,586117,Delivery,Indi,Bijapur(KAR),KARNATAKA
Huvin Hippargi S.O,586208,Delivery,B.bagewadi,Bijapur(KAR),KARNATAKA
Korwar S.O,586120,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Sindgi S.O,586128,Delivery,Sindgi,Bijapur(KAR),KARNATAKA
Almatti  Damsite S.O,586201,Delivery,Basavana Bagevadi,Bijapur(KAR),KARNATAKA
Bijapur Vijaya College S.O,586103,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Shivangi S.O,586127,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Tikota S.O,586130,Delivery,Bijapur,Bijapur(KAR),KARNATAKA
Dhavalgi S.O,586116,Delivery,Muddebihal,Bijapur(KAR),KARNATAKA
Halsangi S.O,586207,Delivery,Indi,Bijapur(KAR),KARNATAKA
Indi S.O,586209,Delivery,Indi,Bijapur(KAR),KARNATAKA
Borgaon S.O (Belgaum),591216,Delivery,Chikodi,Belgaum,KARNATAKA
Kagvad S.O,591223,Delivery,Athani,Belgaum,KARNATAKA
Karoshi S.O,591226,Delivery,Chikodi,Belgaum,KARNATAKA
Kothali S.O,591287,Delivery,Chikodi,Belgaum,KARNATAKA
Saundalga S.O,591241,Delivery,Chikodi,Belgaum,KARNATAKA
Akol S.O,591211,Delivery,Chikodi,Belgaum,KARNATAKA
Bedkihal S.O,591214,Delivery,Chikodi,Belgaum,KARNATAKA
Chikodi H.O,591201,Delivery,Chikodi,Belgaum,KARNATAKA
Galataga S.O,591219,Delivery,Chikodi,Belgaum,KARNATAKA
Khadaklat S.O,591228,Delivery,Chikodi,Belgaum,KARNATAKA
Nipani S.O,591237,Delivery,Chikodi,Belgaum,KARNATAKA
Raibag S.O,591317,Delivery,Raibag,Belgaum,KARNATAKA
Shirguppi S.O,591242,Delivery,Athani,Belgaum,KARNATAKA
